"","ZD01","ZD02","ZD03","ZD04","ZG01","ZG02","ZG03","ZG04","ZP01","ZP02","ZP03","ZP04","ZS01","ZS02","ZS03","ZS04","ZW01","ZW02","ZW03","ZW04","Consensus.Lineage"
"Otu1013",4,3,6,4,0,0,0,0,0,7,0,7,1,0,0,0,5,0,9,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__"
"Otu2801",13,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu1130",0,0,1,3,0,0,2,0,0,3,2,13,1,0,0,2,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__"
"Otu565",3,5,4,11,0,0,0,0,0,3,0,9,0,0,0,0,9,6,5,3,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
"Otu1501",2,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"Otu2317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Bacteroidetes"
"Otu1332",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__"
"Otu955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu1482",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,1,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu741",0,0,0,0,1,0,2,1,2,4,6,2,0,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu1841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu1681",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1105",6,6,4,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,6,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu100",0,0,0,0,19,21,41,56,0,0,2,0,1,0,0,0,0,2,2,2,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu1096",0,0,0,0,4,1,5,5,0,1,0,0,1,0,0,0,5,6,11,3,"k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__"
"Otu2621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__"
"Otu133",1,1,1,0,0,0,0,0,122,602,195,257,49,65,42,154,39,13,10,7,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu2123",0,0,0,0,19,5,16,13,9,2,4,12,0,2,1,5,0,1,0,0,"k__Bacteria"
"Otu85",3,2,4,5,30,19,43,51,173,166,139,228,46,30,27,75,6,6,8,25,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__"
"Otu657",3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,1,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales"
"Otu563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas"
"Otu929",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu394",0,0,0,0,6,2,3,15,0,0,0,0,0,0,0,0,5,3,0,2,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu2127",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu2361",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"Otu1568",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__"
"Otu180",0,1,0,0,20,32,26,79,27,26,49,72,16,5,10,19,7,4,8,2,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu1556",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu1587",0,0,0,1,5,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu1555",1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__"
"Otu954",1,1,2,3,5,4,5,4,2,14,12,97,0,1,1,1,7,1,5,7,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__"
"Otu1865",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__"
"Otu1052",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__"
"Otu469",1,0,1,2,2,9,7,9,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__"
"Otu2182",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu83",0,0,0,0,19,13,34,44,1,3,4,0,2,0,1,0,3,1,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae"
"Otu142",1,0,0,0,13,18,37,60,0,0,0,1,0,0,0,0,0,0,1,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae"
"Otu165",0,0,0,0,34,24,40,81,142,84,88,68,19,8,11,25,10,17,33,39,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii"
"Otu2416",0,0,0,0,97,105,123,139,0,1,0,0,0,1,0,1,3,0,2,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Frigoribacterium; s__"
"Otu410",0,0,0,0,1,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"
"Otu2293",0,0,0,0,0,0,1,0,3,5,1,0,0,0,1,2,1,0,0,0,"k__Bacteria"
"Otu48",0,0,0,0,26,36,35,62,1,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__"
"Otu306",1,1,0,5,1,3,2,3,100,76,50,102,19,10,17,39,3,0,1,3,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__"
"Otu68",0,2,1,0,103,133,118,254,0,0,0,0,0,0,1,0,5,7,4,11,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu2791",0,0,0,0,0,0,0,1,2,1,1,0,0,0,3,1,0,0,1,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu429",0,0,0,0,4,10,15,9,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales"
"Otu121",2,3,0,0,59,65,86,113,317,298,221,308,78,14,63,149,11,7,8,19,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae"
"Otu1712",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__"
"Otu380",0,0,0,0,0,0,0,0,54,37,49,25,11,5,14,35,0,0,0,2,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"Otu1256",0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,2,0,1,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1496",0,0,0,0,0,0,0,0,0,9,6,2,1,1,1,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__"
"Otu217",0,0,1,1,16,12,19,26,2,2,0,0,1,0,1,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"
"Otu503",2,0,0,1,12,8,6,12,0,0,1,0,0,0,0,5,4,3,3,2,"k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__"
"Otu652",0,0,0,0,0,0,1,4,38,44,43,38,10,2,4,30,3,1,1,1,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu2039",0,0,0,0,6,0,2,0,14,11,4,22,2,2,6,2,0,1,1,2,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae"
"Otu148",0,0,0,0,8,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians"
"Otu636",0,0,0,0,0,2,0,3,2,0,4,2,3,11,2,6,3,4,1,4,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae"
"Otu2181",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu310",0,0,0,0,42,35,34,83,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu161",0,0,0,0,6,13,18,12,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__"
"Otu559",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__"
"Otu24",0,0,0,0,95,79,81,170,2615,2306,1548,1874,572,370,378,1011,25,36,20,43,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"Otu344",0,0,0,0,9,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"
"Otu134",0,0,0,0,9,20,22,38,0,0,0,0,0,0,0,0,1,1,3,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__"
"Otu177",1,1,2,2,3,8,13,20,0,9,0,12,0,0,0,1,11,5,7,5,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu594",0,0,0,0,169,120,189,428,2,2,2,0,0,0,1,1,0,1,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria"
"Otu4",0,0,0,0,1,0,0,0,2965,2842,1809,2322,880,542,632,1602,4,0,7,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"
"Otu1323",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu256",8,1,5,5,10,2,24,16,0,0,0,0,0,0,0,0,6,18,14,1,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Amycolatopsis; s__"
"Otu1014",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Bacteria"
"Otu155",0,0,1,0,0,0,0,3,58,127,99,125,20,11,17,85,0,0,1,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"Otu3015",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria"
"Otu1998",0,0,0,0,16,6,21,12,0,0,0,0,0,0,0,0,10,0,0,3,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae"
"Otu1816",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__"
"Otu847",0,0,0,0,0,0,0,0,0,7,7,6,2,1,0,3,0,0,1,0,"k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"Otu679",0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__"
"Otu144",0,0,0,0,20,24,29,40,79,75,52,52,16,8,13,22,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__"
"Otu80",0,0,0,0,83,53,97,128,1,0,1,0,0,1,1,0,0,3,1,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__"
"Otu2338",0,0,0,0,16,7,26,25,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__"
"Otu691",0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__"
"Otu3040",0,0,0,0,71,82,79,126,2,0,0,0,0,0,0,0,4,0,2,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu182",0,0,0,0,9,3,2,26,0,0,2,0,0,0,0,0,0,1,1,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"
"Otu626",0,0,0,0,3,6,2,1,3,2,2,5,0,2,0,7,6,1,1,4,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu47",0,0,0,0,9,14,5,20,860,676,560,877,216,63,175,356,1,1,2,1,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia"
"Otu1058",0,1,0,0,0,0,0,2,1,2,6,4,0,0,0,10,2,0,0,1,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu1958",0,1,0,0,5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu1414",0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Labrys; s__"
"Otu1394",0,0,0,0,0,0,1,2,0,3,1,0,0,0,2,3,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__"
"Otu1287",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__"
"Otu708",0,0,1,0,7,6,14,9,24,31,8,23,7,1,4,9,3,4,5,2,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Actinoplanes; s__"
"Otu2669",0,0,0,0,8,19,7,13,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu2914",0,0,0,0,9,2,16,8,6,3,3,5,0,1,1,4,2,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"
"Otu361",0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu282",0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"Otu434",4,2,1,1,7,17,11,15,0,0,1,4,0,0,2,4,3,0,6,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylopila; s__"
"Otu2549",1,0,0,1,0,0,1,3,0,0,1,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__"
"Otu150",0,0,0,0,12,20,15,23,1,0,1,0,0,1,0,7,5,0,0,0,"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__"
"Otu1510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu2723",0,2,0,0,0,0,1,0,4,6,1,0,0,0,0,1,5,9,6,9,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__"
"Otu1150",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu768",0,0,0,0,14,13,16,34,3,0,9,0,0,0,0,2,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__"
"Otu145",0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"Otu2584",0,0,0,1,0,8,15,19,0,1,0,0,0,0,0,0,0,0,2,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae"
"Otu997",0,0,0,0,0,0,0,1,0,6,4,2,4,0,2,5,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae"
"Otu1065",0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae"
"Otu773",0,0,0,0,3,2,1,12,1,1,2,3,0,1,1,2,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__"
"Otu1139",0,0,0,1,6,4,1,10,0,1,0,0,0,0,0,2,0,2,2,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu530",0,0,0,0,3,3,3,10,5,0,0,0,1,0,0,1,1,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"Otu400",0,0,0,0,1,1,4,7,0,5,21,37,6,0,3,19,0,1,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"Otu251",0,0,0,0,23,15,11,28,19,6,7,0,3,1,2,2,0,1,0,0,"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"Otu52",0,0,0,0,76,78,90,152,84,275,162,157,56,17,33,99,1,6,6,28,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__"
"Otu448",0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__"
"Otu373",2,1,2,4,7,16,28,19,0,0,1,1,1,0,5,2,6,1,1,4,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae"
"Otu1788",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__"
"Otu271",0,0,0,0,3,0,9,1,0,0,0,0,0,0,0,2,0,0,0,1,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu2192",0,0,0,0,1,1,0,2,2,15,1,9,4,0,0,8,3,0,0,1,"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"Otu349",0,0,0,0,2,0,0,0,110,42,18,65,10,3,2,29,2,1,2,2,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__"
"Otu897",0,0,0,0,1,1,1,4,0,12,1,7,3,0,0,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"Otu2905",0,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"Otu586",0,0,0,0,0,0,0,5,2,4,3,3,1,1,0,10,0,0,0,2,"k__Bacteria; p__Bacteroidetes"
"Otu1503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__"
"Otu3134",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__"
"Otu2496",0,0,0,0,1,2,0,1,227,107,85,135,30,20,15,41,24,32,24,39,"k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__"
"Otu1080",0,0,0,0,0,0,0,0,0,6,3,18,4,0,1,1,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__FW68; f__; g__; s__"
"Otu2217",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"Otu486",0,0,0,0,1,0,0,0,0,5,4,2,0,5,6,1,0,0,0,0,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"
"Otu437",1,0,0,1,3,14,3,11,8,2,0,0,0,0,0,1,10,3,16,8,"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__"
"Otu1966",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__"
"Otu212",0,0,0,0,17,4,36,43,165,122,87,172,45,38,30,55,18,3,12,2,"k__Bacteria"
"Otu1393",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__"
"Otu1495",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,"k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__"
"Otu2411",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__"
"Otu1294",2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__"
"Otu383",9,2,2,8,1,0,1,4,14,47,23,27,9,4,6,12,6,2,1,0,"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__"
"Otu1585",0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,"k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__"
