,Mock,NC,NC3,Consensus.Lineage
Otu795,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
Otu1151,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia; s__
Otu1223,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
Otu1220,0,0,0,k__Bacteria
Otu1018,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales
Otu737,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
Otu467,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae
Otu649,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
Otu697,0,0,0,k__Bacteria
Otu515,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
Otu1529,0,0,0,k__Bacteria; p__Bacteroidetes
Otu977,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales
Otu337,0,0,0,k__Bacteria; p__Proteobacteria
Otu912,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
Otu453,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu568,0,0,0,k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__
Otu1500,0,0,0,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
Otu1160,0,0,0,k__Bacteria
Otu1317,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales
Otu1156,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
Otu1232,0,0,0,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
Otu640,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
Otu1149,0,0,0,k__Bacteria
Otu1517,0,0,0,k__Bacteria
Otu1159,0,0,0,k__Bacteria
Otu1255,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
Otu1173,0,0,0,k__Bacteria
Otu1433,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
Otu1462,0,0,0,k__Bacteria
Otu710,0,0,0,k__Bacteria; p__Proteobacteria
Otu1164,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__
Otu1233,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu1453,0,0,0,k__Bacteria; p__Proteobacteria
Otu966,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
Otu1020,0,0,0,k__Bacteria
Otu1147,0,0,0,k__Bacteria; p__Proteobacteria
Otu1314,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu1455,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
Otu911,0,0,0,k__Bacteria
Otu1251,0,0,0,k__Bacteria
Otu1474,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
Otu1410,0,0,0,k__Bacteria
Otu1514,0,0,0,k__Bacteria
Otu1253,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
Otu1427,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
Otu773,0,0,0,k__Bacteria
Otu978,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Silvimonas; s__terrae
Otu994,0,0,0,k__Bacteria; p__Proteobacteria
Otu1470,0,0,0,k__Bacteria
Otu1506,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
Otu913,0,0,0,k__Bacteria
Otu1362,0,0,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__
Otu1310,0,0,0,k__Bacteria; p__Proteobacteria
Otu618,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
Otu1212,0,0,0,k__Bacteria
Otu1405,0,0,0,k__Bacteria; p__Bacteroidetes
Otu1460,0,0,0,k__Bacteria; p__Bacteroidetes
Otu1422,0,0,0,k__Bacteria
Otu992,0,0,0,k__Bacteria
Otu195,0,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu869,0,0,0,k__Bacteria
Otu998,0,0,0,k__Bacteria
Otu1123,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium
Otu1158,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu1340,0,0,0,k__Bacteria
Otu1511,0,0,0,k__Bacteria
Otu1198,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
Otu973,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
Otu1311,0,0,0,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
Otu719,0,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae
Otu1332,0,0,0,k__Bacteria
Otu1471,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
Otu474,0,0,44,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga; s__
Otu928,0,0,24,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
Otu763,0,0,14,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
Otu778,0,0,14,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
Otu1038,0,0,5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae
Otu1128,0,0,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
Otu1336,0,0,5,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu1275,0,0,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
